Last Name,First Name,Full name,Maiden Name (Last),Maiden Name,Birth Date,Death Date,Birth place,Death place,Gender,Associated Monthly Meeting,Notes
Allee,Marjorie,"Allee, Marjorie",Hill,"Hill, Marjorie",1890-06-02,1945-12-09,"Carthage, Indiana","Chicago, Illinois",female,57th Street MM Chicago,"dt/o William B. and Anna Mary (Elliott) Hill.  She studied at Earlham College and the University of Chicago.  She married Warder Clyde Allee, on 9/4/1912, and they had 3 children, Warder, Molly and Barbara.  She was a Member of 57th Street Monthly Meeting in Chicago.  She was the author of 14 stories for children, interpreting ""Quaker"" ways of life."
Allee,Warder Clyde,"Allee, Warder Clyde",,,1885-06-05,1955-03-18,"near Bloomington, Indiana","Gainesville, Florida",male,57th Street MM Chicago,"s/o John W. and Mary Newlin Allee.  He studied at Bloomington Academy, Earlham College and the University of Chicago, Ph.D. 1912.  He married 1st, Marjorie Hill, (1890-1945), dt/o William B. and Anna Mary (Elliott) Hill, on 9/4/1912, and they had 3 children, Warder, Molly and Barbara.  He married 2nd, Ann Silver of Montreal, Canada, in June 1953.  He taught at several Colleges and Universities and was  on the staff of the University of Chicago from 1921 to 1950.  He was a charter member of the 57th Street Monthly meeting in Chicago and active for many years on the Executive Committee of the American Friends Service Committee in Chicago."
Allegranza,Helen,"Allegranza, Helen",,,,1963-01-12,,"London, England",female,,She was born ca. 1927 and she became active in the Friends nuclear disarmament movement.  She was imprisoned in Holloway Prison and served for 8 months as a member of the Committee of 100 who demonstrated at the Wethersfield Air Base.
Allen,Alfred,"Allen, Alfred",,,1839-05-17,1917-08-05,"Belfast, Northern Ireland",Waverly,male,Sidney MM,"s/o William Bell and Ruth Allen, who moved to Sydney, Australia, while Alfred was a child.  He married Amelia Petford in 1864 and she joined Friends soon afterwards.  He was ""convinced"", but was ""disowned"" by his Meeting.  About 30 years later he was restored to Membership.  "
Allen,Edward Ransome,"Allen, Edward Ransome",,,1841-11-17,1916-12-06,"Finsbury, England","Stoke Newington, England",male,,"s/o Stafford and Hannah Hunton (Ransome) Allen.  He studied at Folkstone and Bootham School.  He worked at Stafford Allen and Sons Ltd. and was Chairman.  He married Ellen Watlock, dt/o John Dawson Watlock and Ann, at Wandsworth, on 11/17/1864, and they had 5 children.  He served as Clerk of London and Middlesex Quarterly Meeting for several years and was an Elder and Overseer."
Allen,Ephraim,"Allen, Ephraim",,,,1916-01-20,Ireland,"Grange Cottage near Portadown, Ireland",male,Richhill MM,"He was born ca. 1827 and studied at Lisburn.  He married in ca. 1861 to Ann Eliza Robinson, (d. 1905).  He served as an Elder for 40 years. and was Clerk of the Monthly Meeting for 15 years.  He was a Justice of the Peace."
Allen,Hannah,"Allen, Hannah",,,1783-12-14,1867-04-12,"Ratcliff, England","Stoke Newington, England",female,Ratcliff and Barking MM,"dt/o John and Elizabeth Allen.  She was active in the London Orphanage Asylum and the Female Anti-Slavery Society.  In 1831 she was recorded a Minister by Ratcliff and Barking Monthly meeting.  In 1855 she attended the Yearly meeting in Dublin, the Quarterly Meeting of Munster and some other smaller meetings in Ireland.  She was buried in Friends burial ground at Stoke Newington on 16th April."
Allen,Henry John,"Allen, Henry John",,,1838-11-30,1918-05-31,"Ballitore, Ireland","Dublin, Ireland",male,Dublin MM,"s/o Henry and Eleanor (Wright) Allen.  He studied at Derry Cappagh, Mountmellick, and later served there for 32 years.  He married Agnes Marriage, (1847-1904), dt/o John Marriage, at Chelmsford, Essex, on 10/4/1871 and they had 8 children.  He served as Clerk of the Dublin Monthly Meeting from 1884 to 1893 and from 1895 to 1903.  He was an Elder and was recorded a Minister in 1905."
Allen,Jedidiah,"Allen, Jedidiah",,,,,,New Jersey,male,Shrewsbury MM,"He died in 1710 in New Jersey and probably at Shrewsbury.  He was an eminent Minister who represented Shrewsbury at Philadelphia Yearly Meeting in 1685.  He visited New England with George Keith and Samuel Jennings in 1688 and Rhode Island and Canada.  He signed the testimony against George Keith in 1692.  He visited Lynn, Massachusetts in 1699 and was with John Adams in 1703 along the sea coast of New Jersey."
Allen,John,"Allen, John",,,1790-09-26,1859-02-15,"Liskeard, Cornwall, England","Liskeard, Cornwall, England",male,,"s/o John and Elizabeth Allen.  He studied at Milverton and at Southgate near London.  He married 1st, Frances Fox, dt/o George and Frances Fox, at Perran Wharf, on 10/26/1812 and they had 2 children.  He married 2nd, Elizabeth Wright, dt/o Matthew and Mary Wright, at Bristol, on 5/9/1820 and they had 5 children.  He served as an Elder and in 1845 visited the U.S.A. in Indiana where a separation had taken place over the question of slavery.  He wrote a history of Liskeard.  "
Allen,Margaret,"Allen, Margaret",Stafford,"Stafford, Margaret",,1830-01-15,"London, England","Stoke Newington, England",female,Devonshire House MM,"dt/o John and Ann Stafford, born in 1748.  She married Job Allen, (d. 9/17/1800), s/o John and Elizabeth Allen, of Thorpsalvin, Yorkshire, at Devonshire House, on 12/7/1769, and they had 6 children.  He was a ""convinced"" Friend.  She served as an Overseer and in 1790 she was acknowledged a Minister by Devonshire House Monthly Meeting.  She made visits to Surrey, Kent, Essex, Sussex, Bedfordshire and Hertfordshire.  She was interred in the Friends Burial Ground at Stoke Newington"
Allen,Mary Ann,"Allen, Mary Ann",Marriage,"Marriage, Mary Ann",1837-07-08,1923-08-02,"Chelmsford, Essex, England","Chelmsford, Essex, England",female,Devonshire House MM,"dt/o John Marriage and Margaret (Marriage).  She studied at Ackworth School.  She worked at the Ragged Schools in London and these grew into service for at least 800 children under her care.  She married Richard Allen, (1803-1886), in 1873 and worked in Ireland.  In 1885 they visited the United States.  She was recorded a Minister by Devonshire House Monthly Meeting on 10/17/1889.  She made visits in relief work to Japan, India, Armenia, Bourgas, Broussa, Smyrna, Jerusalem and Athens and many other places in the near East."
Allen,Phebe,"Allen, Phebe",Lucas,"Lucas, Phebe",1769-12-04,1856-10-02,"Hitchin, Hertfordshire, England","Hitchin, Hertfordshire, England",female,Hitchin MM,"dt/o William and Sarah Lucas.  She became a Minister in 1800 and served for about 56 years.  She served as Clerk of the Women's Yearly Meeting from 1801 to 1805.  She married Samuel Allen, s/o Job and Margaret Allen, at Hitchin, on 9/1/1803 and they had 5 children.  She visited most of the Meetings in her own Quarterly Meeting.  She was buried in Friends' burial ground at Hitchin."
Allen,Richard,"Allen, Richard",,,,1873-01-05,"Cork, Ireland","Newtown, Waterford, Ireland",male,Waterford MM,He was born in 1786 and studied at Newtown School and later taught there and served as superintendent.  He was recorded a Minister by Waterford Monthly Meeting in 1822.  He traveled in Ireland and England and Scotland.  In 1854 he visited Friends Meetings in Canada.
Allen,Richard,"Allen, Richard",,,,1886-01-19,"Dublin, Ireland","Dublin, Ireland",male,Dublin MM,"s/o Edward and Ellen Allen, born in 1803.  He married 1st, Anne Webb, (d. 1868), in 1828 and they worked in the cause of anti-slavery at London in 1835.  He visited Palestine twice.  He married 2nd, Mary Ann Marriage, dt/o John Marriage, at Holloway, on 5/14/1873.  He was a Member of Dublin Meeting all of his life and served as an Elder.  He became a Minister in the Society in 1860.  "
Allen,Samuel,"Allen, Samuel",,,1771-11-15,1868-10-22,"London, England","Hitchin, Hertfordshire, England",male,Hertford & Hitchin MM,"s/o Job Allen and Margaret (Stafford).  He married Phebe Lucas, (1769-1856), dt/o William and Sarah Lucas, at Hitchin, on 9/1/1803, and they had 5 children.  He was recorded a Minister, but he never traveled far in the service.  He was buried in Friends burial ground at Hitchin on 28th October."
Allen,Samuel Leeds,"Allen, Samuel Leeds",,,1841-05-05,1918-03-28,"Philadelphia, Pennsylvania","Miami Beach, Florida",male,,"s/o John Casdorp and Rebecca (Leeds) Allen.  He studied at Select School, Philadelphia and Westtown School.  He married Sarah Hootene Roberts of Moorestown, New Jersey in 1866 and they had 4 children.  He invented a seeder called the ""Planet Jr."" and a sled ""The Flexible Flyer"".  He was descended from Nathaniel Allen who had been sent by William Penn in 1681 to purchase land from the Indians and and help lay out the city of Philadelphia."
Allen,Solomon,"Allen, Solomon",,,1796-10-20,1891-12-01,"Shenandoah County, Virginia","near Colomo, Parke County, Indiana",male,Rocky Run MM,"He moved to Ohio and at age 22 he married 1st, Amy Moody, (d. 1871), and she was not a Friend and he was ""disowned"", but later they both joined Friends.  In 1826 they settled in Parke County and he helped establish a Meeting at Bloomfield in 1827.  In 1832 he helped establish a Meeting at Rocky Run and he served as Clerk for over 50 years.  He helped found Friends' Bloomingdale Academy.  He married 2nd, Peggy Lewis, (d. 1889), in 1872."
Allen,Stafford,"Allen, Stafford",,,1806-05-13,1889-10-14,"near Witham, Essex, England","Upper Clapton, London, England",male,Devonshire House MM,"s/o Samuel and Phoebe (Lucas) Allen.  He married 1st, Hannah H. Ransome, (d.1880) of Rushmere, in 1839.  He married 2nd, Emma Meatyard of Basingstoke, in 1882.  He served as an Elder and worked against slavery.  He visited U.S.A. in 1869 and later went to Egypt and Palestine in 1870."
Allen,William,"Allen, William",,,,1679-01-21,"Earles-Colne, Essex, England","Earles Colne, Essex, England",male,,"He married Martha ?  He was ""convinced"" in 1654 and became a Minister and labored mostly in Norfolk, Suffolk, Cambridge and Essex.  He was imprisoned in Colchester Castle in April 1658, at Ely and Lynn, Norfolk, also at Cambridge."
Allen,William,"Allen, William",,,,1808-10-15,"West Riding, Yorkshire, England","Ware, Hertfordshire, England",male,Hertford MM,"s/o John and Elizabeth Allen, who were not Members of Friends, born in 1730.  He joined Friends in 1751.  He married 1st, Ann Birkhead, (1722?-1759), dt/o William and Ann Birkhead, at the Savoy in the Strand, on 10/12/1752, and they had 4 children.  He moved to Betts Street near Ratcliff highway near Ratcliff Monthly Meeting.  He married 2nd, Ann Kendall, (1724?-1788), dt/o Moses and Ann Kendall, at Park in southwark, on 5/2/1770.  He became a Minister in 1783 and visited Meetings in Derbyshire and Nottinghamshire and the families of Mansfield Monthly Meeting.  He attended the meetings for worship and discipline.  He was buried at Friends' burial ground, Ware, on 23 October."
Allen,William,"Allen, William",,,1770-08-29,1843-12-30,"Spitalfields, London, England","Lindfield, Sussex, England",male,Gracechurch Street MM,"s/o Job and Margaret Allen.  He studied at Alexander's School at Rochester, England.He married 1st, Mary Hamilton, (d. 1797), and 2nd, Charlotte Hanbury of Stoke Newington and 3rd, Grizette Birbeck (Hoare), (d. 1835).  He became a Fellow of the Royal Society in 1807.  In ca. 1820 he became a Minister and served for about 25 years.  He traveled with Stephen Grellet to Norway, Sweden, Greece, Russia, Turkey and Italy from 1818-19 and made many other visits.  He was buried at Stoke Newington."
Allen,William,"Allen, William",,,,1898-05-21,Tennessee,"Perth County, Canada",male,,"s/o a white man of Irish extraction and a Negro slave.  He was a slave to his father and sold on the block twice.  He was freed at age 21 in his master's Will.  He moved to Indiana.  He attended school at age 29 and learned to read and write.  He never married.  He traveled to Canada and joined Friends before 1882 and was recommended a Minister.  He traveled with Fred Ryon, a white campanion.  "
Allen,William Charles,"Allen, William Charles",,,1857-03-09,1938-11-14,"Westtown, Pennsylvania","Philadelphia, Pennsylvania",male,,"s/o Richard J. and Mary (Dutton) Allen.  He married Elizabeth C. Bromley and they had one daughter.  He was recorded a Minister in ca. 1808.  He traveled widely; crossed the Atlantic 34 times, made 2 visits to the Orient, 4 to Australia and New Zealand and 3 to South Africa.  "
Alletson,Madeline Winifred,"Alletson, Madeline Winifred",Walker,"Walker, Madeline Winifred",1904-01-01,1974-11-06,"Lewisham near London, England","Bradford on Avon, England",female,North Somerset & Wiltshire MM,"dt/o Benjamin Walker and Mabel Susan (Hall).  She studied at Ackworth School and The Mount, York and then London University.  She taught at The Mount in 1926 and in 1939 she moved to the Girls Grammar School at Salisbury and met Kathleen Sanders.  She married, as his 2nd wife, Leslie George Alletson, (1897-1980), in 1961.  They moved to Bradford-on-Avon and  the Trowbridge Meeting moved there and had the support of Leslie and Madeline.  She served on Meeting for Sufferings and on the Home Service Committee."
Allinson,William,"Allinson, William",,,,,New Jersey,"Burlington, New Jersey",male,Burlington MM,He was born ca. 1765 and died in 1841.  He was an Elder in Burlington Monthly Meeting and was interested in the Separation of 1827-1828.
Allis,Thomas,"Allis, Thomas",,,,1875-09-24,"Tewkesbury, England","Osbaldwick, near York, England",male,,"s/o Jacob Allis, born in 1788.  He taught in Friends' First-day Schools.  He was present in London in 1801, when the case of Hannah Barnard was decided.  He was Superintendent of The Retreat, York in 1823.  From 1853 he took an active part in Friends' concerns.  He was married for over 60 years."
